,commentID,status,commentSequence,userID,userDisplayName,userLocation,userTitle,userURL,picURL,commentTitle,commentBody,createDate,updateDate,approveDate,recommendations,replyCount,replies,editorsSelection,parentID,parentUserDisplayName,depth,commentType,trusted,recommendedFlag,permID,isAnonymous
0,100676048,approved,100676048,0,Thomas Carney,Maine,NULL,NULL,,<br\//>,"While I don’t agree with giving up personal data that is promoting in this article, I am glad the Times published it. I applaud this effort in the balance of multiple opinions.",1559003763,1559060098,1559060098,0,0,[],False,100609293,Wendy,2,userReply,0,0,100676048,False
